GCS_Lat,GCS_Long,count
40.6998892,-111.8727623,1.0
40.88440365,-111.8922265,1.0
40.67427277,-111.8414828,1.0
41.19116091,-111.9768778,1.0
40.68385426,-111.9326333,1.0
40.60931535,-111.905849,1.0
40.89412207,-111.8856121,1.0
40.64914936,-111.9869214,1.0
40.62310597,-111.904273,1.0
40.56882462,-111.8507033,1.0
40.41848457,-111.9246327,1.0
40.77154777,-111.8917271,1.0
41.33623459,-112.0339621,1.0
40.70875693,-112.0631306,1.0
40.63855395,-111.9538378,1.0
39.26707883,-111.1297234,1.0
40.7610323,-111.9390189,1.0
40.74978003,-111.8806171,1.0
41.33390897,-111.8803709,1.0
38.80566886,-111.677853,1.0
40.85442428,-111.9054986,1.0
40.62325912,-111.7586009,1.0
41.17896507,-112.0547651,1.0
40.72574642,-112.010458,1.0
40.69983921,-111.8039788,1.0
41.25048642,-111.9852208,1.0
40.23778778,-111.667454,1.0
40.71844987,-111.8723535,1.0
41.24422312,-111.9627381,1.0
41.2597447,-112.0240661,1.0
40.18565013,-111.0618265,1.0
40.72820327,-111.9043231,1.0
37.1161969,-113.63237,1.0
40.52679847,-111.8911746,1.0
41.26506146,-112.0253772,1.0
40.65306768,-111.9843735,1.0
40.76045402,-111.862704,1.0
40.75197742,-111.9109435,1.0
40.27399809,-111.7131947,1.0
41.24444223,-111.9943328,1.0
40.64673966,-111.8545415,1.0
40.47639793,-111.9458581,1.0
40.59136693,-111.377228,1.0
39.72688045,-111.8332641,1.0
40.71020207,-112.0249171,1.0
37.07705171,-113.5885907,1.0
39.32472012,-110.9553969,1.0
40.66762533,-111.9470761,1.0
40.6576957,-111.9281978,1.0
41.73821784,-111.8193379,1.0
41.60246754,-111.9461271,1.0
40.63856284,-111.9697893,1.0
40.94447798,-111.8914796,1.0
40.09002501,-111.6055924,1.0
40.72492577,-111.9051923,1.0
40.7446888,-112.6418194,1.0
40.66821134,-111.8651269,1.0
40.39434747,-111.8377753,1.0
40.73567983,-111.8882087,1.0
38.475793,-112.991669,1.0
37.17180046,-113.0893246,1.0
40.60233176,-111.9033525,1.0
40.73648108,-111.8882101,1.0
40.30504715,-109.9918629,1.0
40.66757788,-112.022197,1.0
41.257914,-111.9636842,1.0
40.48924017,-111.9993501,1.0
41.11535062,-112.0529081,1.0
40.57344291,-111.8721724,1.0
40.65704277,-111.8659377,1.0
40.65311753,-111.943655,1.0
41.24432955,-112.0617391,1.0
40.6092927,-111.9768798,1.0
40.69649812,-112.0922446,1.0
41.14016446,-111.9158449,1.0
40.40991738,-111.8724638,1.0
40.44834685,-109.5345062,1.0
40.69720815,-111.9389033,1.0
40.78238234,-111.9134139,1.0
40.79109046,-111.9225953,1.0
40.45727184,-109.5190657,1.0
40.49853353,-112.0457411,1.0
40.68250152,-111.9361527,1.0
40.72539668,-111.8546605,1.0
40.66725737,-112.0029183,1.0
41.24842801,-111.9698577,1.0
38.95378788,-111.8692798,1.0
41.70090356,-111.8675642,1.0
40.62403993,-111.9574249,1.0
40.72541506,-111.8593823,1.0
40.31188331,-111.7259935,1.0
40.67338305,-112.0367943,1.0
40.67445239,-112.0105365,1.0
40.76498369,-111.888234,1.0
37.09445563,-113.616632,1.0
41.24990518,-112.1420257,1.0
41.14001302,-112.0644516,1.0
41.11056928,-112.0641426,1.0
40.70459487,-111.938936,1.0
41.17963709,-111.9491817,1.0
40.43194855,-111.7824702,1.0
41.07468787,-111.9919376,1.0
40.51380679,-112.092154,1.0
40.76065742,-111.8695997,1.0
40.69985908,-111.8779227,1.0
40.71288094,-112.02492,1.0
40.67437144,-111.8912297,1.0
40.35017848,-111.7682653,1.0
40.36990138,-111.767971,1.0
41.17618056,-112.036056,1.0
40.6676247,-111.946516,1.0
40.62076879,-111.9040903,1.0
40.73435207,-111.8614459,1.0
40.66406979,-111.8882898,1.0
40.57412248,-111.7796385,1.0
40.11462322,-111.6651743,1.0
40.70327228,-111.8654708,1.0
40.66567697,-111.8543809,1.0
